speaker	start	end	rank	text	
MIO036 	47.16	47.4 0.185454545454545 Right 	
MIO046 	47.74	48.03 0.186181818181818 Right 	
MIO095 	48.29	48.58 0.186909090909091 Hello 	
MIO036 	48.97	49.59 0.187636363636364 Hi everyone 	
MIO046 	49.25	49.83 0.188363636363636 So 	
MIO046 	50.72	54.26 0.189090909090909 I don't know if you all received the t. i. and enough for this meeting 	
MIO046 	54.8	55.2 0.189818181818182 You 	
MIO095 	55.18	56.1 0.190545454545455 No i haven't 	
MIO046 	55.67	56.05 0.191272727272727 No 	
MIO046 	57.17	57.74 0.192 Which is 	
MIO095 	57.34	57.71 0.192727272727273 Thank you 	
MIO036 	58.12	58.82 0.193454545454545 I have to 	
MIO046 	59.88	60.61 0.194181818181818 So um 	
MIO046 	61.28	61.77 0.194909090909091 Um 	
MIO046 	62.45	64.66 0.195636363636364 The goal for today of um 	
MIO046 	64.66	66.84 0.196363636363636 we have Two goals um 	
MIO046 	66.84	70.89 0.106909090909091 first is to decide the movie for uh the next projection for a movie club 	
MIO036 	71.62	72.1 0.197090909090909 Uh-huh 	
MIO046 	72.11	76.27 0.0501818181818182 As you know uh so it's for the last friday of this month of fact real 	
MIO046 	77.01	81.56 0.0458181818181818 As you probably remember of the movie already projected where uh lawrence of um 	
MIO046 	81.56	81.87 0.197818181818182 yeah 	
MIO046 	82.27	85.66 0.198545454545455 And apocalypse now since february and i'm at it was 	
MIO046 	86.07	87.82 0.199272727272727 last format in march 	
MIO046 	89.45	91.02 0.2 So um 	
MIO046 	91.02	91.7 0.200727272727273 the question 	
MIO046 	92.74	96.94 0.0363636363636364 Is it up and these are we going to select a movie from the nineties and which which 	
MIO046 	97.41	101.65 0.107636363636364 So that's the first goal decide for movie to be protected and simple goal is to 	
MIO046 	102.25	104.02 0.201454545454545 Uh discuss for um 	
MIO046 	104.02	105.81 0.202181818181818 are advertising posture 	
MIO046 	106.64	107.23 0.202909090909091 Um 	
MIO046 	107.23	108.45 0.203636363636364 for how how um 	
MIO046 	108.94	109.83 0.204363636363636 Uh 	
MIO046 	109.83	110.19 0.205090909090909 time 	
MIO046 	110.79	115.09 0.100363636363636 Because we not is that in the last time not enough people came to the projection 	
MIO046 	116.11	118.69 0.205818181818182 So that's it's um 	
MIO046 	119.39	120.46 0.206545454545455 Who wants to start 	
MIO046 	120.87	121.28 0.207272727272727 Two 	
MIO046 	123.23	127.36 0.0581818181818182 So i guess you all prepared some documents or so um selection of moving 	
FIE038 	127.63	127.9 0.208 Yeah 	
MIO036 	128.26	131.09 0.208727272727273 Yes so who who has what's actually maybe 	
MIO036 	131.72	132.2 0.209454545454545 I am 	
FIE038 	131.82	134.24 0.210181818181818 And i've got a powerpoint presentation 	
MIO036 	135.02	136.45 0.210909090909091 Oh we do have me right 	
MIO095 	136.53	142.75 0.117818181818182 Okay i had a powerpoint presentation and it uh it's about that they are some reviews of the of the all i think that's the movies 	
MIO036 	142.91	143.29 0.211636363636364 Uh-huh 	
MIO036 	143.92	145.35 0.212363636363636 And i have a um 	
MIO036 	146.11	147.33 0.213090909090909 Well just uh 	
MIO036 	148.14	151.33 0.213818181818182 A piece of paper with some suggestions well but you didn't 	
MIO046 	151.27	151.61 0.214545454545455 Yeah 	
MIO046 	151.61	155.01 0.215272727272727 yeah also a piece of paper with uh with my favourite movie 	
MIO036 	155.3	155.64 0.216 Oh 	
MIO046 	156.41	157.09 0.216727272727273 Okay so 	
MIO036 	156.83	159.28 0.032 Should we start with that Two presentations maybe yep 	
MIO046 	157.99	158.76 0.217454545454545 Presentations 	
MIO046 	159.64	160.02 0.218181818181818 Okay 	
MIO046 	160.48	161.8 0.0872727272727273 I guess we can start with you 	
FIE038 	163.82	165.35 0.218909090909091 It's not very long in any case 	
MIO046 	166.71	167.39 0.219636363636364 here it is 	
MIO046 	168.73	169.64 0.220363636363636 I pass this one 	
FIE038 	169.03	169.85 0.221090909090909 Mm yeah 	
FIE038 	169.85	170.57 0.221818181818182 i 	
FIE038 	172.57	180.04 0.0610909090909091 Okay so What i was thinking is basically the previous movies that we had which you've already mentioned see in the agenda um 	
MIO036 	347.41	347.86	0.248 Uh-huh 	
FIE038 	347.94	350.41	0.248727272727273 I mean yeah this expense was very commercial that 	
MIO036 	351.92	357.28	0.0334545454545455 So what what is this the second image on the slide is that the the poster or 	
FIE038 	356.33	361.29	0.0123636363636364 It's the poster for the sixth sense but unfortunately i couldn't find it clear big enough one 	
MIO036 	362.32	364.27	0.249454545454545 it has a strange format um 	
FIE038 	364.65	365.01	0.250181818181818 Yeah 	
MIO036 	364.86	368.27	0.250909090909091 Horizontal and also it's one two three four five six 	
FIE038 	365.84	366.3	0.251636363636364 Yeah i 	
FIE038 	366.77	369.02	0.252363636363636 I think it's only part of the fall yeah 	
FIE038 	369.02	371.92	0.253090909090909 it was the all the set all the senses 	
FIE038 	372.51	373.02	0.253818181818182 Um 	
FIE038 	373.02	373.71	0.254545454545455 if you do the next 	
FIE038 	374.16	381.15	0.0109090909090909 slightly more detailed things about the movies So the usual suspects is a hundred five minutes long so it's 	
MIO036 	375.3	375.73	0.255272727272727 Uh-huh 	
FIE038 	381.62	382.77	0.256 I. d. some point of time 	
FIE038 	383.36	388.43	0.0770909090909091 It has an r. rating so i don't remember what type of audience we had at the last 	
FIE038 	389.26	393.31	0.256727272727273 It shows but it may not necessarily be suitable for kids 	
MIO046 	389.35	389.63	0.257454545454545 Oh 	
MIO046 	392.47	393.76	0.258181818181818 Are is what i mean 	
FIE038 	394.29	398.05	0.258909090909091 is sort of if you're eighteen and then do you have to have a talk with you 	
MIO046 	398.52	398.84	0.259636363636364 Okay 	
MIO036 	399.16	400.24	0.260363636363636 So it means restrict 	
FIE038 	399.27	401.67	0.261090909090909 It's mostly for violence yeah it's just record 	
MIO046 	400.59	400.95	0.261818181818182 That's right 	
FIE038 	402.34	403.09	0.262545454545455 Um 	
FIE038 	403.97	412.43	0.008 It got any point seven and it and on the internet movie database Sixteen from the top two hundred fifty movies and forth and the top movies of the nineties 	
FIE038 	413.04	413.93	0.263272727272727 A wind-up 	
FIE038 	414.33	415.18	0.264 Um 	
FIE038 	415.18	418.3	0.0836363636363636 a couple of academy awards notably for bus writing um 	
FIE038 	418.3	419.49	0.264727272727273 so that's for the scripts 	
FIE038 	419.96	422.29	0.265454545454545 And best actor or for kevin spacey 	
MIO046 	422.04	422.86	0.266181818181818 That way to it 	
MIO046 	423.5	423.85	0.266909090909091 I mean 	
MIO046 	424.59	425.4	0.267636363636364 Uh you have the 	
MIO046 	426.02	430.13	0.0174545454545455 Top ten from the natives know the top fifty and it's false 	
FIE038 	431.31	436.55	0.00509090909090909 Yeah forth and the top movies of the nineties Sixteenth and the top two hundred fifty i think of all time 	
MIO046 	433.23	434.18	0.268363636363636 Oh sorry sorry 	
MIO095 	434.06	434.44	0.269090909090909 Uh-huh 	
MIO095 	434.44	434.84	0.269818181818182 uh-huh 	
MIO046 	434.93	435.28	0.270545454545455 Yeah 	
MIO036 	436.45	439.33	0.0356363636363636 Yeah because your table was only the nineties yeah 	
MIO046 	438.36	438.82	0.271272727272727 The front 	
MIO095 	439.23	439.9	0.172363636363636 Nineties yeah 	
MIO046 	439.33	439.79	0.272 Yeah 	
MIO046 	439.79	440.23	0.272727272727273 yeah 	
MIO036 	439.95	440.33	0.273454545454545 Uh-huh 	
FIE038 	440.4	443.44	0.274181818181818 So it one what's the words um 	
FIE038 	443.44	446.03	0.274909090909091 a one best from from the british um 	
FIE038 	446.67	449.41	0.275636363636364 But are some association of the british got wanted it any words 	
FIE038 	450.08	450.52	0.276363636363636 Um 	
FIE038 	450.52	452.93	0.0370909090909091 i was nominated for best foreign film for this is a 	
MIO095 	453.26	454.63	0.277090909090909 So plenty of hours a week 	
FIE038 	454.58	455.4	0.0843636363636364 Tony awards yeah 	
MIO046 	455.1	460.06	0.0225454545454545 That's sixteen is in top Two hundred fifty it's what to know all all days 	
MIO036 	455.98	456.67	0.277818181818182 Yeah well 	
FIE038 	459.53	460.6	0.101818181818182 I think of all time yeah 	
MIO095 	460.35	461.45	0.278545454545455 Of all the movies yeah 	
MIO046 	460.61	461.22      0.279272727272727 All times 	
MIO095 	461.45	461.76	0.28 yeah 	
FIE038 	463.39	464.05	0.280727272727273 So 	
MIO095 	464.06	464.69	0.281454545454545 It still go to 	
MIO046 	464.59	464.97	0.282181818181818 Okay 	
FIE038 	465.07	465.36	0.282909090909091 Yeah 	
MIO046 	466.41	470.2	0.04 But those rating are more like a a it's a number of votes no 	
MIO036 	466.5	466.83	0.283636363636364 All 	
FIE038 	470.48	473.1	0.134545454545455 Yeah it's ratings by Viewers and 	
MIO046 	472.55	473.17	0.111272727272727 Vote's on it 	
MIO036 	472.63	476.61	0.056 No no actually if you look at your table so i think it's a sort of um 	
MIO095 	472.77	473.51	0.284363636363636 But the users 	
MIO036 	476.61	476.78	0.285090909090909 mm 	
MIO036 	477.39	484.12	0.0116363636363636 at a number of votes and and and uh yeah the the rating board the the markets because they're in your  table you have um 	
MIO046 	478.55	479.18	0.285818181818182 And rating 	
MIO036 	484.12	487.18	0.112 things that have very few votes but still our rain quite high 	
MIO036 	487.63	491.33	0.286545454545455 For instance number twenty four which has only four thousand votes 	
FIE038 	487.64	489.04	0.287272727272727 Yeah like memories 	
MIO046 	488.32	488.65	0.288 Yeah 	
FIE038 	490.96	492.53	0.288727272727273 Yeah and forty four as well 	
MIO036 	492.45	493.07	0.289454545454545 But uh 	
FIE038 	493.22	494.46	0.142545454545455 Which has seven hundred and 	
FIE038 	494.9	496.11	0.290181818181818 Forty something remotes 	
MIO095 	495.41	495.59	0.290909090909091 There's 	
MIO095 	496.23	500.83	0.135272727272727 the average of the rating and the okay but the the number of divorces they're just for the information 	
MIO036 	500.77	501.2	0.291636363636364 Yeah 	
MIO095 	501.33	502.41	0.292363636363636 So that you know 	
MIO036 	502.14	505.61	0.156363636363636 Maybe it's just this or just Compensated a bit for the 	
MIO095 	503.13	504.03	0.293090909090909 reliable yeah 	
MIO095 	505.59	506.1	0.293818181818182 Yes 	
MIO036 	506.13	507.66	0.294545454545455 people i don't know actually 	
MIO095 	507.22	507.52	0.295272727272727 Um 	
MIO036 	508.24	512.28	0.112727272727273 Because if you have just ten votes and it's yeah probably are not in the database 	
MIO095 	509.85	512.46	0.296 Okay then you yeah then it's it's it's it's sure 	
FIE038 	513.39	513.66	0.296727272727273 Yeah 	
MIO036 	513.78	515.59	0.297454545454545 But anyway it has its own thoughts 	
FIE038 	515.93	516.41	0.298181818181818 Yeah 	
FIE038 	516.41	516.95	0.298909090909091 um 	
MIO036 	516.54	517.32	0.299636363636364 I haven't seen it 	
FIE038 	518.53	520.54	0.300363636363636 That's a good no yeah i i highly recommend it 	
FIE038 	521.15	527.09	0.0305454545454545 And i would mind thing again because i do know the ending and i haven't been able to watch it again to  see where it begins work 	
FIE038 	527.61	530.22	0.301090909090909 That were scattered across know because apparently there are hints 	
FIE038 	530.77	531.44	0.301818181818182 As to do with it 	
MIO046 	531.22	532.39	0.302545454545455 And now i remember 	
FIE038 	532.92	533.78	0.303272727272727 I 	
MIO095 	534.01	534.25	0.304 Yeah 	
MIO046 	534.82	535.03	0.304727272727273 Yep 	
FIE038 	535.54	535.86	0.305454545454545 Okay 	
MIO046 	537.09	542.4	0.306181818181818 Trade there is one guy a we use the at the police station and they Asking to tell the story 	
FIE038 	541.53	542.45	0.306909090909091 He's the one telling the 	
MIO095 	543.2	543.53	0.307636363636364 Uh-huh 	
MIO095 	543.53	543.84	0.308363636363636 uh-huh 	
FIE038 	545.32	546.63	0.309090909090909 Yes came and uh 	
FIE038 	546.63	547.66	0.309818181818182 the guy in a burn unit 	
MIO095 	548.05	548.93	0.310545454545455 But is the second movie 	
FIE038 	549.22	554.45	0.136 The second movie is a six cents again it's really sure where it hasn't use the ratings p. g. thirteen 	
FIE038 	554.98	555.78	0.311272727272727 Um 	
FIE038 	555.78	557.04	0.312 it's much less violence 	
FIE038 	557.5	560.68	0.312727272727273 A car the main point one at it and it's a handwritten first on the top 	
FIE038 	561.28	562.23	0.143272727272727 Two hundred fifty 	
FIE038 	562.95	565.42	0.125818181818182 And it's nineteen find your list of thing 	
FIE038 	566.07	568.37	0.313454545454545 And not mistaken yeah it's nineteenth 	
FIE038 	569.12	569.76	0.314181818181818 Um 	
FIE038 	569.76	570.95	0.113454545454545 fair number of votes to 	
FIE038 	571.38	572.91	0.173090909090909 Ninety six thousand 	
FIE038 	573.72	574.32	0.314909090909091 Um 	
FIE038 	574.32	578.46	0.0276363636363636 again i was nominated for a lot of different academy awards um 	
FIE038 	578.46	580.37	0.315636363636364 we didn't win any But it's 	
FIE038 	580.97	582.26	0.316363636363636 I got a lot of buttons and 	
FIE038 	583.19	583.77	0.317090909090909 A lot of people 	
FIE038 	584.23	584.7	0.317818181818182 so 	
FIE038 	586.22	597.6	0.0269090909090909 Those are my two selections and as you can see the plot is a point to communicate a spare so don't know when their dad six to help of the discarded child psychologist to figure out what he's seeing what he's seeing and 	
FIE038 	598.92	599.81	0.318545454545455 What it means 	
MIO046 	600.76	606.69	0.319272727272727 But movies are quite similar in some way because the last sentence is a totally contradictory to the whole movie 	
FIE038 	607.11	607.49	0.32 Yeah 	
MIO046 	607.23	607.53	0.320727272727273 yeah 	
MIO036 	609.36	611.57	0.321454545454545 The last sentence from the movie or not 	
MIO046 	611.35	612.59	0.322181818181818 Last sentence from the movie 	
FIE038 	612.62	617.75	0.126545454545455 Yeah it's only right right at the end or you find it really what's going on and it makes a brief think 	
FIE038 	618.39	620.22	0.322909090909091 Everything that happened before and 	
MIO036 	620.27	620.71	0.323636363636364 Uh-huh 	
FIE038 	622.75	623.33	0.324363636363636 So 	
FIE038 	624.13	629.69	0.0778181818181818 Does it be made to suggestions and you they are they are slightly more Commercial or at least a six and  says 	
FIE038 	630.18	631.72	0.325090909090909 And the other ones we think that 	
MIO036 	632.2	639.85	0.0378181818181818 So these guys were actually nominated so the the bottom part of your slide actually It says yeah so these are the best the words they had 	
FIE038 	640.08	644.54	0.0283636363636364 Yeah they were there were nominated for a lot of different awards they didn't win 	
MIO036 	645.04	645.46	0.325818181818182 Do that 	
FIE038 	645.66	648.71	0.177454545454545 I guess the comp i can't remember what the competition was that year but 	
MIO036 	647.46	649.24	0.326545454545455 Well there's just one winter so 	
MIO036 	650.26	650.64	0.327272727272727 Uh-huh 	
FIE038 	650.48	653.04	0.0894545454545455 And they were nominated for a lot of um and that mm 	
MIO046 	656.03	656.33	0.328 Okay 	
FIE038 	656.29	659.2	0.328727272727273 So i think that said unless you have any questions yep that's it 	
MIO036 	656.77	657.21	0.329454545454545 Okay 	
MIO046 	657.13	658.78	0.169454545454545 You have a last slide or no 	
MIO095 	661.9	666.64	0.170181818181818 Okay now you can go to to my slides but actually what type it well i have prepared is just 	
MIO046 	663.58	663.9	0.330181818181818 Okay 	
MIO095 	667.34	668.38	0.330909090909091 of uh 	
MIO095 	668.38	670.19	0.331636363636364 review of four well um 	
MIO095 	670.19	673.37	0.332363636363636 say six or seven weeks if you go to that slide 	
FIE038 	672.85	674.21	0.170909090909091 You centre slides around right 	
MIO095 	674.01	681.09	0.00654545454545455 Yes basic a seven movies and it's it's at the top movies uh based on the uh on the right i'm thinking kind that and and arts of arts 	
MIO095 	681.62	682.41	0.333090909090909 Um 	
MIO095 	682.41	685.8	0.333818181818182 you see the the names of the movies on the on uh 	
MIO095 	686.39	686.92	0.334545454545455 The wall 	
MIO095 	687.76	688.89	0.335272727272727 So um 	
MIO095 	689.3	693.75	0.157090909090909 We can perhaps go through all of them and we can little bit discuss so i i have in 	
MIO095 	694.33	702.93	0.0589090909090909 I didn't see all of them actually So It's just you should probably select one of these because i think the these are really good movies and the 	
MIO095 	703.29	703.75	0.336 Okay 	
MIO095 	703.75	704.33	0.336727272727273 we will see 	
MIO095 	704.79	705.76	0.337454545454545 So if you can go to 	
MIO046 	704.8	705.16	0.338181818181818 Okay 	
MIO095 	706.44	706.85	0.338909090909091 Uh 	
MIO095 	708.13	712.22	0.339636363636364 Okay so this is the first movie and uh it's it's it's more like a drum are uh 	
MIO095 	712.22	718.61	0.340363636363636 it's uh it's a very uh a higher ranked make sure you have uh a nice released because it we can even see the number of the votes 	
MIO095 	719.16	720.6	0.341090909090909 So what is the number of the people 	
MIO046 	719.33	721.84	0.144 Yeah one hundred uh well uh one hundred 	
MIO036 	721.26	723.49	0.0567272727272727 Yeah i think your table is very clear them 	
MIO046 	722.47	723.58	0.341818181818182 Forty thousand 	
MIO095 	724.86	730.59	0.0298181818181818 Fine i found actually or table much better than my name my presentation because perhaps you'd we can we can really see i mean 	
MIO046 	730.89	732.85	0.342545454545455 No we don't have a lot of the um 	
MIO095 	732.57	733.9	0.343272727272727 We didn't have that but yeah 	
MIO046 	732.85	733.75	0.344 the movie and uh 	
MIO046 	736.42	736.93	0.344727272727273 Okay but 	
MIO046 	737.37	740.02	0.345454545454545 Maybe we can what's in this movie 	
MIO095 	740.32	742.64	0.346181818181818 Yeah who's in this movie because then they have someone go 	
MIO036 	742.2	742.87	0.346909090909091 No i haven't 	
FIE038 	742.68	746.01	0.347636363636364 I've heard a lot of good things about i've heard is a really powerful movie 	
MIO095 	744.17	744.81	0.348363636363636 Some comments 	
MIO046 	745.67	747.6	0.349090909090909 I think a uh yeah i've seen it 	
FIE038 	746.52	747.83	0.349818181818182 But i haven't seen it 	
MIO046 	748.22	748.33	0.350545454545455 uh 	
MIO036 	748.32	750.69	0.351272727272727 What is the name in french "'cause" 	
MIO046 	750.76	751.65	0.352 I have no idea 	
MIO036 	752.04	752.43	0.352727272727273 Uh-huh 	
MIO036 	753.05	753.66	0.353454545454545 Ah yeah 	
MIO046 	753.7	756.6	0.354181818181818 It's it's in the jail right it's taking 	
FIE038 	755.96	756.37	0.354909090909091 Yeah 	
FIE038 	756.37	757.33	0.355636363636364 but certainly gel 	
MIO046 	759.12	760.89	0.178181818181818 My name don't remember well 	
MIO036 	759.65	760.14	0.356363636363636 Yeah 	
MIO036 	760.58	765.05	0.0429090909090909 Well actually am your third slide has to plot so 	
MIO095 	765.56	765.72	0.357090909090909 It's 	
MIO036 	766.24	766.5	0.357818181818182 Yeah 	
MIO095 	766.41	767.96	0.358545454545455 is the one that this on the wall 	
MIO095 	768.47	768.85	0.359272727272727 Project 	
MIO036 	768.73	770.05	0.36 Oh yeah exactly yeah 	
MIO046 	769.16	769.58	0.360727272727273 Oh okay 	
MIO095 	769.76	770.06	0.361454545454545 Yeah 	
MIO036 	770.05	771.19	0.362181818181818 so yeah 	
MIO046 	770.08	770.44	0.362909090909091 Okay 	
MIO036 	771.19	773.08	0.363636363636364 this guy's jail okay 	
MIO036 	773.08	773.43	0.364363636363636 oh 	
MIO036 	774.08	774.59	0.365090909090909 Well 	
MIO046 	774.43	775.19	0.365818181818182 Okay so on 	
MIO095 	775.38	782.97	0.157818181818182 So i get okay so no one of us so this movie so in that case perhaps it's it's it's a bit danger to so like that movie for the for the uh 	
MIO036 	775.66	776.16	0.366545454545455 Okay 	
MIO036 	778.19	778.63	0.367272727272727 Yeah 	
MIO046 	778.19	779.05	0.368 Yeah so let's 	
MIO095 	784.45	787.18	0.368727272727273 Right so ocean there's just a well so this 	
FIE038 	787.3	787.67	0.369454545454545 Me 	
MIO046 	788.14	789.19	0.370181818181818 Yeah see so 	
MIO095 	789.31	791.01	0.370909090909091 So i i think this one is uh 	
MIO036 	789.46	790.92	0.371636363636364 Yeah haven't seen her do that but 	
MIO095 	791.01	791.76	0.372363636363636 huh this one is 	
